id,text,label
5.2146.N,Qual o jogo favorito das maquiadoras? Super Mario Bros,Não trocadilho
5.1054.H,Por que o carbono alfa ficou nervoso?  Porque uma carboxila tirou amina dele.,Trocadilho
5.1054.N,Por que o carbono alfa ficou nervoso? Porque uma carboxila tirou a mulher dele.,Não trocadilho
5.112.H,O que a mulher do Moro foi fazer no salão de beleza? Depilação Premiada.,Trocadilho
5.112.N,O que a mulher do Moro foi fazer no salão de beleza? Cortar cabelo.,Não trocadilho
5.2661.H,Quais as três letras que te perguntam o motivo de tudo? K d q?,Trocadilho
5.2661.N,Quais as três letras que te perguntam o motivo de tudo? Nenhuma?,Não trocadilho
5.3148.H,Qual o peixe que não é tenor? Lambarítono.,Trocadilho
5.3148.N,Qual o peixe que não é tenor? Tilápia.,Não trocadilho
5.2460.H,Qual é o humorista que é a musa do verão? O Felipe Diih Lopes.,Trocadilho
5.2460.N,Qual é o humorista que é a musa do verão? O Marcos Castro.,Não trocadilho
5.4102.H,Qual a quantia que te pagam e vc fica ofendido? Humilhão.,Trocadilho
5.4102.N,Qual a quantia que te pagam e vc fica ofendido? 1 centavo.,Não trocadilho
5.2700.H,"""O que as organelas responderam quando perguntaram se elas eram argentinas? """"Pero que sí, somos"""".""",Trocadilho
5.2700.N,""" O que as organelas responderam quando perguntaram se elas eram argentinas? "" "" Pero sí, somos "" "" . """,Não trocadilho
5.2998.H,Qual é o cosmético que nunca consegue terminar de explicar uma localização? É lá que...,Trocadilho
5.2998.N,Qual é o cosmético que nunca consegue terminar de explicar uma localização? É Lápis de olho ...,Não trocadilho
5.3890.H,Qual cantora pop sempre te convida pra tomar uma xícara de café? Madonna Florinda.,Trocadilho
5.3890.N,Qual cantora pop sempre te convida pra tomar uma xícara de café? Beyoncé.,Não trocadilho
5.692.H,Como se chama o profissional que trabalha com plástico e não interage com ninguém? Autista Plástico.,Trocadilho
5.692.N,Como se chama o profissional que trabalha com plástico e não interage com ninguém? Plastiqueiro.,Não trocadilho
5.1340.H,Por que o Roberto Carlos é considerado Rei? Porque no show dele só vai coroa.,Trocadilho
5.1340.N,Por que o Roberto Carlos é considerado Rei? Porque no show dele só vai fãs.,Não trocadilho
5.3659.H,Qual integrante dos Castro Brothers gosta de te estudar na língua culta? Estudar-te,Trocadilho
5.3659.N,Qual integrante dos Castro Brothers gosta de te estudar na língua culta? Matheus Castro,Não trocadilho
5.2226.H,Por que se ouvia uma nota quando neandertal batia em suas presas ? Porque usava uma Clava de Sol,Trocadilho
5.2226.N,Por que se ouvia uma nota quando neandertal batia em suas presas? Porque usava uma pedra,Não trocadilho
5.747.H,"Por que bactérias, fungos e protozoários gostam de criar músicas? Porque são seres decompositores.",Trocadilho
5.747.N,"Por que bactérias, fungos e protozoários gostam de criar cadáveres? Porque são seres decompositores.",Não trocadilho
5.2044.H,Que carro vale mil curtidas? 1k de like ,Trocadilho
5.2044.N,Que carro vale mil curtidas? Uno,Não trocadilho
5.2563.H,"Quando um extraterrestre cai, o que ele passa no machucado? Marte-olate.",Trocadilho
5.2563.N,"Quando um extraterrestre cai, o que ele passa no machucado? Remédio.",Não trocadilho
5.93.H,Qual é o acessório que não acredita nas coisas? Fone duvido.,Trocadilho
5.93.N,Qual é o acessório que não acredita nas coisas? Fone bluetooth.,Não trocadilho
5.2088.H,O que perguntaram pro Silvio Santos quando ele voltou da Itália ? O que A Show do Milão ? ,Trocadilho
5.2088.N,O que perguntaram pro Silvio Santos quando ele voltou da Itália? O que você fez lá?,Não trocadilho
5.3247.H,Qual verdadeiro nome de Malcom X? Malx.,Trocadilho
5.3247.N,Qual verdadeiro nome de Malcom X? Malcolm.,Não trocadilho
5.3119.H,Qual o nome da mãe do super-herói que nunca vai em praia com águas geladas? Martha Kent.,Trocadilho
5.3119.N,Qual o nome da mãe do super-herói que nunca vai em praia com águas geladas? Martha Wayne.,Não trocadilho
5.282.H,Qual banda só tem integrantes que trocaram de sexo? Titrans.,Trocadilho
5.282.N,Qual banda só tem integrantes que trocaram de grupo? Cine.,Não trocadilho
5.2397.H,Qual o Podcast favorito desse canal? PODCASTRO.,Trocadilho
5.2397.N,Qual o Podcast favorito desse canal? NLP - Data Hackers.,Não trocadilho
5.977.H,Qual banda pede socorro? Iron Mayday.,Trocadilho
5.977.N,Qual banda pede demissão? Iron Mayday.,Não trocadilho
5.603.H,Qual é atriz que está sempre com uma coceirinha no pé? Suzana Frieira.,Trocadilho
5.603.N,Qual é atriz que está sempre com uma coceirinha no pé? Mariana Ximenes.,Não trocadilho
5.2831.H,Qual médico iludia pacientes? Dráuzio Balela,Trocadilho
5.2831.N,Qual médico iludia pacientes? Hannibal Lecter,Não trocadilho
5.2041.H,Qual é a padroeira da construção civil? Alvenaria cheia de graça ,Trocadilho
5.2041.N,Qual é a padroeira da construção civil? Frei de Sant´Ana Galvão,Não trocadilho
5.1167.H,Quem é o musico rei do Si em dose dupla? B B King,Trocadilho
5.1167.N,Quem é o musico rei do tempo em dose dupla? B B King,Não trocadilho
5.2955.H,Qual o nome do jogo que Jô Soares adora jogar quando cheira cocaína? Jô quer pó.,Trocadilho
5.2955.N,"Qual o nome do jogo que Jô Soares adora jogar quando cheira cocaína? Pedra, papel e tesoura.",Não trocadilho
5.1349.H,"Qual é o contrário de volátil? Vem cá, sobrinho.",Trocadilho
5.1349.N,Qual é o contrário de volátil? Concreto.,Não trocadilho
5.436.H,Quando o Coringa ficou rico? Quando jogou e acertou na arleQuina.,Trocadilho
5.436.N,Quando o Coringa ficou rico? Quando jogou e acertou na loteria.,Não trocadilho
5.2005.H,Qual é o peixe cristão que vive fora d’água? Salmão da Montanha ,Trocadilho
5.2005.N,Qual é o peixe cristão que vive fora d’água? Sardinha,Não trocadilho
5.883.H,Qual cantor só pensa em dinheiro? Lucas Lucro.,Trocadilho
5.883.N,Qual cantor só pensa em dinheiro? Gustavo Lima.,Não trocadilho
5.1377.H,"Por que o professor de natação largou o emprego? Porque ele ensinou, ensinou, e o aluno nada.",Trocadilho
5.1377.N,"Por que o professor de natação amava o emprego? Porque ele ensinou, ensinou, e o aluno nada.",Não trocadilho
5.568.H,Qual o cão farejador mais famoso? Fábio Assuncão.,Trocadilho
5.568.N,Qual o cão farejador mais famoso? Scooby Doo.,Não trocadilho
5.1149.H,Qual personagem de dragon ball nasceu na Alemanha e não come carne? Vegeta Ariano.,Trocadilho
5.1149.N,Qual personagem de dragon ball nasceu na Alemanha e não come carne? Kurilin.,Não trocadilho
5.713.H,Qual o jogo mais picante do Atari? Spicy Invaders.,Trocadilho
5.713.N,Qual o jogo mais picante do Atari? Pac Man.,Não trocadilho
5.1118.H,"Qual o quadro composto por um homem gay, afeminado e sem dinheiro? A Mona Lisa.",Trocadilho
5.1118.N,"Qual o quadro composto por um homem gay, afeminado e sem dinheiro? A Gioconda.",Não trocadilho
5.1832.H,Qual é a aparesentadora mais descoordenada que existe? Abcissa Guimarães,Trocadilho
5.1832.N,Qual antigo líder alemão é a inspiração do Pelé? Kai-kaiser.,Não trocadilho
5.2781.H,Qual o nome do jogo que simula a vida de macacos em suas jaulas? The Simios,Trocadilho
5.2781.N,Qual o nome do jogo que simula a vida de macacos em suas jaulas? The Sims,Não trocadilho
5.1685.H,"Toda vez que um rapaz entrava no banheiro, ouvia-se o som de um pintinho. Qual o nome do filme? O homem que o cu piava.",Trocadilho
5.1685.N,Qual é o remédio que se compra quando vai à padaria? Tylenol.,Não trocadilho
5.87.H,Qual a embarcação criada para salvar os dinossauros do dilúvio?  A arca DINO É,Trocadilho
5.87.N,Qual a embarcação criada para salvar os dinossauros do dilúvio? A arca,Não trocadilho
5.3383.H,Qual peixe não devemos fritar? Assar dinha.,Trocadilho
5.3383.N,Qual peixe não devemos fritar? Salmão.,Não trocadilho
5.212.H,Porque os mineiros preferem comida salgada? Por causa dos sais minerais.,Trocadilho
5.212.N,Porque os mineiros preferem comida salgada? Por causa do sabor.,Não trocadilho
5.2.H,Por que na China tem tanta gente? Porque lá eles comem com dois pauzinhos.,Trocadilho
5.2.N,Por que na China tem tanta gente? Porque lá eles comem com hashis.,Não trocadilho
5.94.H,Qual o material bélico mais carente? Miss you.,Trocadilho
5.94.N,Qual o material bélico mais carente? Nenhum.,Não trocadilho
5.3223.H,Qual o contrário de vadia? Voltenoite.,Trocadilho
5.3223.N,Qual o contrário de vadia? Trabalhadora.,Não trocadilho
5.1891.H,Qual Pais faz o Ar condicionado Funcionar? ArGelia ,Trocadilho
5.1891.N,Qual cantor escrevia na lousa? Gilberto Gil.,Não trocadilho
5.3071.H,Como se chama o ato da pessoa crescer na vida por ser bonita? Meritogracinha.,Trocadilho
5.3071.N,Como se chama o ato da pessoa crescer na vida por ser bonita? Desfilar.,Não trocadilho
5.3987.H,"Qual artista pop era porco, gordo, mas era irresistível? Baicon Jackson.",Trocadilho
5.3987.N,"Qual artista pop era porco gordo, mas era irresistível? Baicon Jackson.",Não trocadilho
5.3716.H,Qual instrumento leva os dentistas à morte? Scania de Açúcar ,Trocadilho
5.3716.N,Qual instrumento leva os dentistas à morte? Arma,Não trocadilho
5.1558.H,Qual é o cantor que é dificil de engolir? Zezé que amargo.,Trocadilho
5.1558.N,Qual é o cantor que é dificil de engolir? Zezé Di Camargo.,Não trocadilho
5.3108.H,Qual sanduíche do McDonalds te faz sair de qualquer enrascada? McGuyver.,Trocadilho
5.3108.N,Qual sanduíche do McDonalds te faz sair de qualquer enrascada? Quarteirão.,Não trocadilho
5.3045.H,"""Por que a pessoa não paga pelo absorvente? Porque """"quer free"""".""",Trocadilho
5.3045.N,""" Por que a pessoa não paga pelo absorvente? Porque "" "" quer de graça "" "" . """,Não trocadilho
5.2732.H,"O sujeito não sabia o que fazer da sua vida. Apareceu pra ele um gigante, que lhe entregou uma ferramenta para ajudá-lo nos momentos de dúvida. Qual é o nome do filme? - O alto dá, com pá decida",Trocadilho
5.2732.N,"O sujeito não sabia o que fazer da sua vida . Apareceu pra ele um gigante, que lhe entregou uma ferramenta para ajudá-lo nos momentos de dúvida . Qual é o nome do filme? - A história sem fim",Não trocadilho
5.1978.H,"Que filme conta a história de um molho bizarro? Curry, a estranha. ",Trocadilho
5.1978.N,"Que filme conta a história de um mundo bizarro? Carrie, a estranha.",Não trocadilho
5.2922.H,No que trabalha o trator quebrado? Ex tração,Trocadilho
5.2922.N,No que trabalha o trator quebrado? Plantação,Não trocadilho
5.3677.H,Qual é o ator que mais está odiando esse ano? Keanu Reeves.,Trocadilho
5.3677.N,Qual é o ator que mais está odiando esse ano? Babu Santana.,Não trocadilho
5.1595.H,O que acontece quando uma turma de cegos se forma? Um braille de formatura,Trocadilho
5.1595.N,O que acontece quando uma turma de cegos se forma? Um baile de formatura,Não trocadilho
5.1110.H,"O que o psicanalista adora dizer no meio do sexo? Vai, me Freud.",Trocadilho
5.1110.N,"O que o psicanalista adora dizer no meio do sexo? Vai, me fode.",Não trocadilho
5.3172.H,Onde a vaca compra ovo de Páscoa? Na cowcow show.,Trocadilho
5.3172.N,Onde a vaca compra ovo de Páscoa? Na Cacau show.,Não trocadilho
5.2593.H,Por que a pessoa com problema estomacal chorava ao peidar? Porque era Gás Triste.,Trocadilho
5.2593.N,Por que a pessoa com problema estomacal chorava ao peidar? Porque era doído.,Não trocadilho
5.1922.H,Por que todo diplomata vencedor quase não vai ao médico? Porque win baixa a dor ,Trocadilho
5.1922.N,Qual vilão de cinema gosta de chocolate? Gru.,Não trocadilho
5.2243.H,Por que a mulher com carteira assinada nunca tira a lingerie? Porque ela tá de renda fixa ,Trocadilho
5.2243.N,Por que a mulher com carteira assinada nunca tira o investimento? Porque ela tá de renda fixa,Não trocadilho
5.1724.H,Polícia que tem problema digestivo? A Rota,Trocadilho
5.1724.N,Qual o contrário de salmão? Atum.,Não trocadilho
5.1311.H,Qual cantor sertanejo faliu? Luan Sengrana.,Trocadilho
5.1311.N,Qual cantor sertanejo faliu? Leonardo.,Não trocadilho
5.4064.H,Qual o legume que toca música? Aipo-d.,Trocadilho
5.4064.N,Qual o legume que toca música? Cenoura.,Não trocadilho
5.64.H,De como a mulher do Mozart o chamava? De Mozão.,Trocadilho
5.64.N,De como a mulher do Mozart o chamava? Marido.,Não trocadilho
5.2616.H,Qual ator sempre dá tudo de si? Doei-me Johnson.,Trocadilho
5.2616.N,Qual ator sempre dá tudo de si? Don Johnson.,Não trocadilho
5.500.H,Qual ator que chega em março e vai embora em junho? Outono Fagundes.,Trocadilho
5.500.N,Qual ator que chega em março e vai embora em junho? Antônio Fagundes.,Não trocadilho
5.2187.H,Qual é o cantor que tem muita dor no pé? Roberto Calos ,Trocadilho
5.2187.N,Qual é o cantor que tem muita dor no pé? Chitãozinho,Não trocadilho
5.2738.H,Po que a gente se sente mais equilibrado ao entrar em um rodízio? Porque ali é um centro de massa,Trocadilho
5.2738.N,Po que a gente se sente mais equilibrado ao entrar em um rodízio? Porque ali é um restaurante,Não trocadilho
5.3806.H,Como chamam o cara que bate nos outros? Rebelte.,Trocadilho
5.3806.N,Como chamam o cara que bate nos outros? Agressivo.,Não trocadilho
5.1353.H,Qual é a doença preferida dos jogadores de futebol? Ê bola.,Trocadilho
5.1353.N,Qual é a doença preferida dos jogadores de futebol? Gripe.,Não trocadilho
5.2292.H,Que profissional só veste grife? Armanicure,Trocadilho
5.2292.N,Que profissional só veste grife? Modelo,Não trocadilho
5.157.H,Qual é o soldado que bate em mulher? Soldado Dolabella.,Trocadilho
5.157.N,Qual é o soldado que bate em mulher? Soldado Primeiro.,Não trocadilho
5.3431.H,Qual cidade espanhola preferida pelo Faustão ? Sevilha nos Trinta.,Trocadilho
5.3431.N,Qual cidade espanhola preferida pelo Faustão? Barcelona nos Trinta.,Não trocadilho
5.525.H,Por que eu rezo pelo Wendel Bezerra? Porque todo mundo fica o WenDeusando.,Trocadilho
5.525.N,Por que eu rezo pelo Wendel Bezerra? Porque todo mundo fica o agorando.,Não trocadilho
5.3807.H,Qual senador que proíbe piadas? Ri não Calheiros.,Trocadilho
5.3807.N,Qual senador que proíbe piadas? Confúcio Moura.,Não trocadilho
5.3955.H,Que diretor de cinema era radioativo? Scorcésio.,Trocadilho
5.3955.N,Que diretor de cinema era radioativo? Jack Thorne.,Não trocadilho
5.3001.H,Qual microorganismo sofre bullying? Protozoado.,Trocadilho
5.3001.N,Qual microorganismo sofre bullying? A bactéria.,Não trocadilho
5.3820.H,"A menina dormiu muito, qual o nome do filme? A sleep no país das maravilhas.",Trocadilho
5.3820.N,"A menina dormiu muito, qual o nome do filme? Alice no país das maravilhas.",Não trocadilho
5.1170.H,Como chama o programa em q artistas não profissionais se apresentam para um júri e engordam bagarai? Show de calourias.,Trocadilho
5.1170.N,Como chama o programa em q artistas não profissionais se apresentam para um júri e engordam bagarai? Show de engorda.,Não trocadilho
5.3933.H,O quê o marido obediente pede quando chega no bar? Um-hum.,Trocadilho
5.3933.N,O quê o marido obediente pede quando chega no bar? Carona.,Não trocadilho
5.2216.H,Por que o astronauta desistiu de fazer mingau com farinha de trigo? Porque havia lactea ,Trocadilho
5.2216.N,Por que o astronauta desistiu de fazer mingau com farinha de trigo? Porque não havia gravidade,Não trocadilho
5.722.H,Qual a conta de e-mail que a mulher do filho nunca checa? Ig nora.,Trocadilho
5.722.N,Qual a conta de e-mail que a mulher do filho nunca checa? Gmail.,Não trocadilho
5.1230.H,Qual a dupla sertaneja que vivia no queijo? Cheddar Menoti e FaBrieano.,Trocadilho
5.1230.N,Qual a dupla sertaneja que cantava no queijo? Cheddar Menoti e FaBrieano.,Não trocadilho
5.2212.H,"Qual é o filme do número primo, estrelado pela Emma Watson? As Vantagens de Ser Indivisível.",Trocadilho
5.2212.N,"Qual é o filme do número primo, estrelado pela Emma Watson? A Bela e a Fera.",Não trocadilho
5.917.H,"O Saci foi mandando embora injustamente pela empresa onde trabalhava, e estava pensando em processar a empresa.  Qual é o nome do filme? ""A Lenda Imagina Ação"".",Trocadilho
5.917.N,"O jovem foi mandando embora injustamente pela empresa onde trabalhava, e estava pensando em processar a empresa . Qual é o nome do filme? "" Além da Imaginação "".",Não trocadilho
5.771.H,Por que a ideia ficou cansada depois da reforma? Porque perdeu o assento.,Trocadilho
5.771.N,Por que a ideia ficou cansada depois da reforma? Porque perdeu o acento.,Não trocadilho
5.1009.H,O que o 7 perguntou pro amigo dele? Cê vem?,Trocadilho
5.1009.N,O que o 7 perguntou pro amigo dele? Tu vens?,Não trocadilho
5.3737.H,Qual é o nome da lei que criminaliza bater em jogadores uruguaios? Lei Maria da Peñarol.,Trocadilho
5.3737.N,Qual é o nome da lei que criminaliza bater em jogadores uruguaios? Lei Maria da Penha.,Não trocadilho
5.581.H,Por que o Hulk tem dificuldade de trocar o canal da TV? Porque ele sempre perde o controle.,Trocadilho
5.581.N,Por que o Hulk tem facilidade de trocar o canal da TV? Porque ele sempre perde o controle.,Não trocadilho
5.580.H,Por que a esposa do baterista dos Beatles ficou puta quando não tinha ninguém em casa? Porque era pra Ringo Star.,Trocadilho
5.580.N,Por que a esposa do baterista dos Beatles ficou puta quando não tinha ninguém em casa? Porque era pra ter.,Não trocadilho
5.3460.H,"Qual feriado religioso que não é nem pra preto, nem pra branco? Quarta freira de cinzas.",Trocadilho
5.3460.N,"Qual feriado religioso que não é nem pra preto, nem pra branco? Sexta feira Santa.",Não trocadilho
5.3722.H,Qual personagem do Mortal Kombat sempre se despede de seu animal? O Tchaucão,Trocadilho
5.3722.N,Qual personagem do Mortal Kombat sempre se despede de seu animal? O Kung Lao,Não trocadilho
5.2286.H,Como se chama a pessoa que um dia se tornará escrota? Crota,Trocadilho
5.2286.N,Como se chama a atriz que um dia se tornará escrota? Crota,Não trocadilho
5.1837.H,Qual é o apresentador que me dá tesão? Otávio me Excita,Trocadilho
5.1837.N,"O que o cachorro falou pro dono depois que tomou um esporro? Desculpa, você tem toda a razão.",Não trocadilho
5.3830.H,De quem é essa dúzia? Dois Seis.,Trocadilho
5.3830.N,De quem é essa dúzia? Não sei.,Não trocadilho
5.1803.H,Qual é a dupla sertaneja fit? Christian e Healthy,Trocadilho
5.1803.N,Por que é recomendável ficar protegido em um tiroteiro? Para não levar tiro à queima-roupa.,Não trocadilho
5.2138.H,Qual é o nome da mulher mais agradecida do mundo? Agrata ,Trocadilho
5.2138.N,Qual é o nome da mulher mais agradecida do mundo? Irmã Dulce,Não trocadilho
5.914.H,Qual é a cantora que tem medo de um animal específico? Marilia Medo da Onça.,Trocadilho
5.914.N,Qual é a cantora que tem medo de um animal específico? Zizi Possi.,Não trocadilho
5.2383.H,Qual a cidade mineira favorita dos matemáticos? Contagem,Trocadilho
5.2383.N,Qual a cidade mineira favorita dos matemáticos? Uberaba,Não trocadilho
5.1066.H,Qual o sanduíche de queijo com mosquito? Cheese-kungunya.,Trocadilho
5.1066.N,Qual o sanduíche de queijo com mosquito? Queijo quente.,Não trocadilho
5.130.H,Qual rua de São Paulo sofre frequentemente do mesmo mal súbito? Vinte e Três Desmaio.,Trocadilho
5.130.N,Qual rua de São Paulo sofre frequentemente do mesmo mal súbito? Vinte e Três De Maio.,Não trocadilho
5.158.H,Qual é o alimento que só pode ser servido em duas mesas de tamanho considerável? Parmesão.,Trocadilho
5.158.N,Qual é o alimento que só pode ser servido em duas mesas de tamanho considerável? Queijo.,Não trocadilho
5.109.H,Qual ferramenta não está mais aqui? Foice.,Trocadilho
5.109.N,Qual ferramenta não está mais aqui? Serrote.,Não trocadilho
5.272.H,Qual é o carro francês mais usado em safaris? Renault Ceronte.,Trocadilho
5.272.N,Qual é o carro francês mais usado em safaris? Jeep.,Não trocadilho
5.1523.H,Qual parte do corpo que te torna um Deus? Be God.,Trocadilho
5.1523.N,Qual parte do corpo que te torna um Deus? Cabeça.,Não trocadilho
5.1545.H,Qual comida que tá sempre distante? Far ofa.,Trocadilho
5.1545.N,Qual comida que tá sempre faminta? Far ofa.,Não trocadilho
5.599.H,Qual candidato é dentista? Siso Gomes.,Trocadilho
5.599.N,Qual candidato é dentista? Ciro Gomes.,Não trocadilho
5.3381.H,Qual cantora baiana gosta de heavy metal? Margadeath Menezes.,Trocadilho
5.3381.N,Qual cantora baiana gosta de heavy metal? Margareth Menezes.,Não trocadilho
5.600.H,"Por que, após se separar da mulher, o cara engordou? Porque ele a largou.",Trocadilho
5.600.N,"Por que, após se separar da mulher, o cara engordou? Porque ele sofreu muito.",Não trocadilho
5.3581.H,Qual artista gosta de pintar os personagens de Toy Story usando cores bem vivas? O Andy Warhol.,Trocadilho
5.3581.N,Qual pintor gosta de pintar os personagens de Toy Story usando cores bem vivas? O Andy Warhol.,Não trocadilho
5.2422.H,Por que em Barretos as pessoas não falam as coisas na lata?  Porque lá é impossível fazer algo sem rodeios.,Trocadilho
5.2422.N,Por que em Campinas as pessoas não falam as coisas na lata? Porque lá é impossível fazer algo sem rodeios.,Não trocadilho
5.3768.H,Onde o Jabba come? No pizza hutt ,Trocadilho
5.3768.N,Onde o Jabba come? No restaurante,Não trocadilho
5.727.H,Quando os norte-coreanos vão comemorar a Páscoa? Quando o KIM DER OVO.,Trocadilho
5.727.N,Quando os norte-coreanos vão comemorar a Páscoa? Quando o mês chegar.,Não trocadilho
5.3726.H,Qual humorista não usa microfone de mão? Helio de Lapela,Trocadilho
5.3726.N,Qual humorista não usa microfone de mão? Helio de La Peña,Não trocadilho
5.275.H,Por que está chovendo na faculdade? Porque as nuvens estão se formando.,Trocadilho
5.275.N,Por que está chovendo na faculdade? Porque as nuvens estão escuras.,Não trocadilho
5.2371.H,Por que quando a sala estava gelada todos aumentavam seu vocabulário? Por causa do ar condicionário.,Trocadilho
5.2371.N,Por que quando a sala estava gelada todos aumentavam seu café? Por causa do ar condicionado.,Não trocadilho
5.2330.H,Qual sobremesa faz a barriga da gente crescer em perímetro e diâmetro? O Pi-colé.,Trocadilho
5.2330.N,Qual sobremesa faz a barriga da gente crescer em perímetro e diâmetro? O sorvete.,Não trocadilho
5.2825.H,Por que a empresa de transporte alternativo divulgou uma vaga de emprego sem informar salário? pq era salário a Kombi nar ,Trocadilho
5.2825.N,Por que a empresa de transporte alternativo divulgou uma vaga de emprego sem informar salário? pq era salário abaixo do mínimo,Não trocadilho
5.1256.H,Como se chama a modalidade em que seis filósofos tem que nadar seis estilos diferentes? Só seis que nadam seis.,Trocadilho
5.1256.N,Como se pratica a modalidade em que seis filósofos tem que nadar seis estilos diferentes? Só seis que nadam seis.,Não trocadilho
5.1973.H,Qual é o nome do multimilionário saradão? Elon Muskulo ,Trocadilho
5.1973.N,Por que a galinha bateu com a cabeça na parede? Porque ela queria um milho.,Não trocadilho
5.2641.H,Qual o lutador de UFC mais intenso? Over dum.,Trocadilho
5.2641.N,Qual o lutador de UFC mais intenso? Bruno.,Não trocadilho
5.652.H,Qual é a banda que vem dentro de um botijão? Gás in Roses.,Trocadilho
5.652.N,Qual é a banda que vai dentro de um botijão? Gás in Roses.,Não trocadilho
5.359.H,Qual o plano de saúde dos espíritas? Unimedium.,Trocadilho
5.359.N,Qual o plano de saúde dos espíritas? Unimed.,Não trocadilho
5.3350.H,"Por que o time do inferno ganhou o jogo contra o céu? ""Porque a gente atentamos o tempo todo e demo o melhor de si"".",Trocadilho
5.3350.N,"Por que o time do inferno ganhou o jogo contra o céu? "" Porque a gente batalhou o tempo todo e superamos o melhor de si "".",Não trocadilho
5.3499.H,Qual sanduíche que só paquita come? Xuxalada.,Trocadilho
5.3499.N,Qual sanduíche que só paquita come? X-Burguer.,Não trocadilho
5.1370.H,Por que o Mario e o Luigi foram ao psicólogo? Porque estavam passando por uma fase difícil.,Trocadilho
5.1370.N,Por que o marido e a esposa foram ao psicólogo? Porque estavam passando por uma fase difícil.,Não trocadilho
5.4056.H,Qual o alimento que ajuda na obra de Deus? Batata varoa.,Trocadilho
5.4056.N,Qual o alimento que ajuda na obra de Deus? Arroz.,Não trocadilho
5.52.H,Por que a minha mulher sempre ri nos comerciais de remédio? Porque o Ministério da Saúde a diverte.,Trocadilho
5.52.N,Por que a minha mulher sempre ri nos comerciais de remédio? Porque o Ministério da Saúde adverte.,Não trocadilho
5.1862.H,Qual é a unidade de medida mais serena? Tran-quilo ,Trocadilho
5.1862.N,"Qual o ator que manda sempre uma nota aguda quando canta, na opinião do Mussum? Daniel Boaventura.",Não trocadilho
5.958.H,Qual é a lenda que sempre conta os dias? O K Lendário.,Trocadilho
5.958.N,Qual é a lenda que sempre conta os dias? O calendário.,Não trocadilho
5.3092.H,Por que o aluno ia sempre arrumado pra escola? Porque era um colégio em terno.,Trocadilho
5.3092.N,Por que o concierge ia sempre arrumado pra escola? Porque era um colégio em terno.,Não trocadilho
5.923.H,Qual é o antônimo de alto-falante? Dunga.,Trocadilho
5.923.N,Qual é o antônimo de alto-falante? Pequeno-falante.,Não trocadilho
5.2322.H,Um homem perguntou quanto custava o vira-lata. Qual o nome do jogo? Rex tá um.,Trocadilho
5.2322.N,Um homem perguntou quanto comia o vira-lata . Qual o nome do jogo? Rex tá um.,Não trocadilho
5.140.H,Qual cantor nunca fica preso? MC Livrinho.,Trocadilho
5.140.N,Qual cantor nunca fica preso? MC Livinho.,Não trocadilho
5.939.H,Qual é o cantor que tem o pênis mais rechonchudo? Zeca Pau Gordinho.,Trocadilho
5.939.N,Qual é o cantor que tem o pênis mais rechonchudo? Luan Santana.,Não trocadilho
5.2367.H,Qual é o programa esportivo que perdeu seu porte de armas? Globo Ex-porte.,Trocadilho
5.2367.N,Qual é o programa esportivo que perdeu seu porte de armas? Globo Esporte.,Não trocadilho
5.646.H,Qual a brincadeira inventada por dois nobres aposentados? Ex-conde ex-conde.,Trocadilho
5.646.N,Qual a brincadeira inventada por dois nobres aposentados? Dama e dominó.,Não trocadilho
5.1205.H,Por que o pessoal do Nordeste se orgulha do GPS?  Porque ele fala: Você chegou Nor Destino.,Trocadilho
5.1205.N,Por que o pessoal do Nordeste se orgulha do GPS? Porque ele fala: Você chegou no destino.,Não trocadilho
5.1765.H,"Se o nome da franquia fosse Bar Cry, qual seria o drink mais consumido? Coquetel molotov.",Trocadilho
5.1765.N,Para quê o esqueleto foi ao barbeiro? Aparar as articulações.,Não trocadilho
5.2244.H,Qual a sobremesa favorita do marceneiro? Leite compensado ,Trocadilho
5.2244.N,Qual a sobremesa favorita do marceneiro? Leite moça,Não trocadilho
5.3478.H,Com qual marcha o porco anda? Carré.,Trocadilho
5.3478.N,Com qual marcha o porco anda? Devagar.,Não trocadilho
5.518.H,Qual ator eu costumo difamar? Robert Denigro.,Trocadilho
5.518.N,Qual ator eu costumo difamar? Robert Pattinson.,Não trocadilho
5.1079.H,Qual a maior cidade do mundo? Huge Janeiro.,Trocadilho
5.1079.N,Qual a maior cidade do mundo? Rio de Janeiro.,Não trocadilho
5.171.H,Por que o pedreiro que trabalha com o Sílvio Santos ficou sem lugar para morar? Porque o peão dá a casa própria.,Trocadilho
5.171.N,Por que o pedreiro que trabalha com o Sílvio Santos ficou sem lugar para morar? Porque o peão vendeu a casa.,Não trocadilho
5.2440.H,Qual é a cobra que desperta o tigre em você? A sucurilhos.,Trocadilho
5.2440.N,Qual é a cobra que desperta o tigre em você? A naja.,Não trocadilho
5.2507.H,Qual é o aparelho que nunca para de mexer? A balança.,Trocadilho
5.2507.N,Qual é o aparelho que nunca para de mexer? A biruta.,Não trocadilho
5.3911.H,Qual a cidade paulista as pessoas rezam e fazem artesanato? Em Budas Artes.,Trocadilho
5.3911.N,Qual a cidade as pessoas rezam e fazem artesanato? Em Budas Artes.,Não trocadilho
5.1791.H,Qual é o nome do motorista de transporte escolar que está sempre atrasado? Van delay,Trocadilho
5.1791.N,Sabe por que a Gisele Bündchen só anda com roupa amassada? Porque ela cansou de desfilar.,Não trocadilho
